date,time,product_name,category,price,quantity,total,region,sales_type,payment_method,customer_type,discount,profit
27-01-2026,20:38:28,Laptop,Electronics,21005,5,86943,Hyderabad,Offline,Cash,Returning,18082,18392
27-01-2026,20:22:03,Burger,Food,175,2,286,Delhi,Offline,Cash,Returning,64,92
27-01-2026,18:04:05,Jeans,Fashion,2341,4,7981,Delhi,Offline,Card,Returning,1383,3091
27-01-2026,19:11:55,Belt,Accessories,720,4,2525,Mumbai,Offline,Card,Returning,355,860
27-01-2026,19:36:58,T-shirt,Fashion,1536,1,1380,Bangalore,Offline,Cash,Returning,156,516
27-01-2026,20:17:55,Flour,Grocery,898,3,2524,Hyderabad,Online,UPI,Returning,170,723
27-01-2026,21:43:27,Sneakers,Fashion,1799,5,8635,Delhi,Online,Cash,New,360,2516
27-01-2026,20:21:53,Milk,Grocery,120,4,477,Bangalore,Offline,Cash,Returning,3,105
27-01-2026,18:14:16,Jacket,Fashion,4506,1,4077,Delhi,Offline,Cash,Returning,429,1421
27-01-2026,21:56:43,Oil,Grocery,870,3,2118,Pune,Offline,Card,Returning,492,746
27-01-2026,20:40:18,Belt,Accessories,927,2,1806,Bangalore,Offline,UPI,New,48,685
28-01-2026,14:06:07,Smartphone,Electronics,39034,1,33032,Delhi,Offline,UPI,New,6002,8615
28-01-2026,14:38:47,Headphones,Electronics,49972,3,143205,Bangalore,Offline,Cash,New,6711,41169
28-01-2026,21:27:29,Flour,Grocery,673,3,1622,Mumbai,Offline,Cash,Returning,397,367
28-01-2026,20:04:35,Smartphone,Electronics,21788,3,62933,Pune,Offline,Cash,Returning,2431,15663
28-01-2026,14:29:16,Headphones,Electronics,22229,5,95551,Mumbai,Online,UPI,New,15594,37865
28-01-2026,13:43:13,Jeans,Fashion,3235,1,2627,Mumbai,Offline,UPI,New,608,1006
28-01-2026,20:07:50,Flour,Grocery,335,1,287,Mumbai,Online,Cash,New,48,108
28-01-2026,12:09:38,Backpack,Accessories,1922,2,3779,Pune,Offline,UPI,New,65,1234
29-01-2026,14:43:50,Pasta,Food,276,3,777,Delhi,Offline,Cash,Returning,51,242
29-01-2026,21:42:16,Milk,Grocery,540,4,2048,Pune,Online,UPI,Returning,112,698
29-01-2026,20:28:51,Wallet,Accessories,2814,4,10102,Hyderabad,Offline,Card,Returning,1154,2330
29-01-2026,21:04:29,Burger,Food,432,2,810,Bangalore,Online,UPI,New,54,203
29-01-2026,14:56:32,Milk,Grocery,300,3,729,Mumbai,Offline,Cash,Returning,171,199
29-01-2026,12:00:30,Backpack,Accessories,929,5,3835,Delhi,Online,UPI,Returning,810,940
29-01-2026,13:39:59,Keyboard,Electronics,49114,3,124983,Pune,Online,Card,Returning,22359,29917
29-01-2026,18:25:58,Biryani,Food,279,5,1137,Delhi,Offline,Cash,Returning,258,403
29-01-2026,19:55:51,Oil,Grocery,203,4,762,Hyderabad,Online,Card,Returning,50,286
29-01-2026,18:37:37,Keyboard,Electronics,11712,3,31867,Delhi,Offline,UPI,New,3269,10336
29-01-2026,13:54:32,Sneakers,Fashion,4952,2,9525,Mumbai,Offline,UPI,Returning,379,3077
29-01-2026,20:04:12,Pasta,Food,441,5,2120,Bangalore,Online,Card,Returning,85,627
30-01-2026,14:14:01,Flour,Grocery,739,5,3550,Hyderabad,Online,UPI,New,145,1345
30-01-2026,13:34:00,Smartphone,Electronics,35694,4,126069,Pune,Online,UPI,New,16707,34211
30-01-2026,12:30:48,Flour,Grocery,693,5,3307,Mumbai,Offline,UPI,New,158,864
30-01-2026,12:30:55,Oil,Grocery,984,2,1627,Delhi,Online,Cash,Returning,341,500
30-01-2026,14:22:10,Pizza,Food,309,2,548,Bangalore,Offline,Cash,New,70,183
30-01-2026,21:59:14,Watch,Accessories,909,4,2930,Bangalore,Online,Cash,Returning,706,958
30-01-2026,12:48:49,Watch,Accessories,1957,3,5272,Bangalore,Online,Cash,Returning,599,1328
30-01-2026,12:37:13,Shirt,Fashion,917,3,2673,Mumbai,Online,UPI,New,78,540
30-01-2026,21:38:43,Oil,Grocery,628,1,525,Hyderabad,Online,UPI,New,103,162
30-01-2026,19:14:17,Jacket,Fashion,4557,1,4020,Pune,Offline,UPI,New,537,1328
31-01-2026,20:27:14,Flour,Grocery,568,5,2510,Pune,Offline,UPI,Returning,330,795
31-01-2026,13:10:26,Keyboard,Electronics,46776,1,46335,Delhi,Offline,Cash,New,441,11266
31-01-2026,19:51:15,Watch,Accessories,2170,3,5232,Mumbai,Offline,UPI,Returning,1278,1662
31-01-2026,20:05:32,Biryani,Food,317,1,281,Pune,Online,Cash,Returning,36,67
31-01-2026,19:52:16,Pizza,Food,129,1,126,Mumbai,Online,Card,New,3,28
31-01-2026,12:23:34,Sandwich,Food,469,2,894,Hyderabad,Offline,UPI,Returning,44,291
31-01-2026,18:14:43,Pasta,Food,200,1,178,Bangalore,Offline,UPI,Returning,22,47
31-01-2026,13:28:59,Belt,Accessories,1137,1,980,Pune,Offline,UPI,Returning,157,347
31-01-2026,20:32:29,Oil,Grocery,716,2,1183,Bangalore,Offline,Card,Returning,249,327
31-01-2026,19:44:38,Biryani,Food,457,3,1237,Delhi,Offline,Cash,New,134,290
31-01-2026,19:58:51,Sandwich,Food,187,2,300,Delhi,Offline,Card,Returning,74,115
31-01-2026,12:43:11,Rice,Grocery,218,1,192,Pune,Online,UPI,Returning,26,55
31-01-2026,19:12:46,Oil,Grocery,809,2,1610,Mumbai,Offline,Card,Returning,8,455
31-01-2026,14:18:56,TV,Electronics,94344,4,374937,Delhi,Offline,Cash,Returning,2439,77200
01-02-2026,14:12:20,Oil,Grocery,567,1,476,Bangalore,Online,Card,New,91,103
01-02-2026,12:00:00,Biryani,Food,332,3,875,Mumbai,Online,Card,New,121,285
01-02-2026,18:01:15,Burger,Food,430,2,795,Mumbai,Offline,Card,New,65,276
01-02-2026,20:30:02,Milk,Grocery,849,3,2162,Delhi,Online,Card,New,385,492
01-02-2026,20:46:56,Keyboard,Electronics,34991,2,61026,Delhi,Online,Card,New,8956,23530
01-02-2026,13:25:34,Laptop,Electronics,46427,3,135306,Pune,Offline,UPI,Returning,3975,28176
01-02-2026,14:42:43,T-shirt,Fashion,2048,1,1858,Pune,Offline,UPI,New,190,688
01-02-2026,20:25:54,Biryani,Food,161,2,285,Hyderabad,Online,Card,Returning,37,69
02-02-2026,21:11:12,Headphones,Electronics,38143,3,110530,Hyderabad,Online,Cash,New,3899,23069
02-02-2026,21:20:38,Sneakers,Fashion,3609,4,12781,Mumbai,Offline,Cash,New,1655,4885
02-02-2026,12:25:45,Sandwich,Food,238,5,1183,Mumbai,Online,Card,Returning,7,394
02-02-2026,12:35:06,TV,Electronics,32072,5,136192,Bangalore,Online,UPI,New,24168,35897
02-02-2026,14:44:30,Burger,Food,240,2,443,Pune,Online,Cash,Returning,37,161
02-02-2026,14:23:32,Smartphone,Electronics,49313,5,229263,Hyderabad,Offline,Card,New,17302,82481
02-02-2026,18:42:37,Backpack,Accessories,2881,2,5646,Pune,Online,Cash,Returning,116,1348
02-02-2026,19:50:45,Jacket,Fashion,2607,2,4687,Mumbai,Online,UPI,New,527,1215
03-02-2026,14:16:01,Shirt,Fashion,3028,4,10592,Delhi,Online,UPI,New,1520,2996
03-02-2026,21:14:58,Flour,Grocery,140,2,224,Bangalore,Online,Card,Returning,56,45
03-02-2026,21:35:13,Rice,Grocery,335,1,296,Hyderabad,Offline,Card,New,39,59
03-02-2026,13:07:40,Burger,Food,272,5,1309,Delhi,Online,UPI,Returning,51,365
03-02-2026,19:13:14,Smartphone,Electronics,52809,3,142714,Hyderabad,Offline,Card,New,15713,55185
03-02-2026,13:25:16,Headphones,Electronics,25362,3,66226,Bangalore,Offline,UPI,Returning,9860,25424
03-02-2026,20:53:42,Smartphone,Electronics,28178,4,105241,Bangalore,Online,Cash,Returning,7471,24641
03-02-2026,12:39:30,Sneakers,Fashion,2051,1,1903,Pune,Online,UPI,New,148,713
03-02-2026,14:07:25,Smartphone,Electronics,35218,5,155044,Hyderabad,Online,UPI,New,21046,47684
03-02-2026,21:28:29,Pasta,Food,163,1,140,Pune,Online,Card,New,23,32
03-02-2026,12:25:38,Smartphone,Electronics,37555,4,124532,Hyderabad,Offline,Card,Returning,25688,36687
03-02-2026,21:48:46,Rice,Grocery,148,5,699,Pune,Online,Card,New,41,240
03-02-2026,18:38:50,Biryani,Food,327,4,1267,Pune,Online,UPI,New,41,261
03-02-2026,20:56:28,Sunglasses,Accessories,2283,1,2093,Hyderabad,Online,UPI,New,190,721
03-02-2026,20:20:57,Wallet,Accessories,2950,5,12240,Delhi,Online,UPI,New,2510,3100
04-02-2026,19:51:18,Sunglasses,Accessories,466,4,1705,Bangalore,Online,Cash,Returning,159,599
04-02-2026,13:19:44,Sunglasses,Accessories,793,4,2972,Bangalore,Offline,Card,Returning,200,1135
04-02-2026,20:26:14,Laptop,Electronics,48255,1,44988,Bangalore,Offline,Card,New,3267,12949
04-02-2026,14:29:53,Pizza,Food,200,5,905,Mumbai,Online,UPI,Returning,95,246
04-02-2026,13:29:47,Smartphone,Electronics,15135,5,72559,Mumbai,Offline,Cash,New,3116,21496
04-02-2026,21:12:24,Headphones,Electronics,43526,5,208439,Hyderabad,Online,UPI,Returning,9191,51669
04-02-2026,18:42:45,Milk,Grocery,739,4,2496,Mumbai,Online,Card,New,460,751
04-02-2026,14:51:19,Biryani,Food,108,3,297,Delhi,Online,Card,New,27,97
04-02-2026,19:01:26,Pizza,Food,267,4,965,Hyderabad,Offline,Cash,Returning,103,248
04-02-2026,19:02:45,T-shirt,Fashion,1332,4,4584,Bangalore,Online,UPI,New,744,1520
04-02-2026,14:56:03,Pizza,Food,492,4,1649,Mumbai,Offline,UPI,New,319,629
04-02-2026,21:55:19,Rice,Grocery,375,3,1036,Mumbai,Offline,Cash,New,89,355
04-02-2026,13:07:53,Belt,Accessories,2990,2,5180,Mumbai,Offline,UPI,Returning,800,1616
04-02-2026,13:42:46,Pasta,Food,231,5,931,Delhi,Online,Cash,New,224,246
05-02-2026,19:00:38,Pasta,Food,354,3,1000,Pune,Offline,Cash,Returning,62,242
05-02-2026,14:51:09,Milk,Grocery,845,3,2086,Delhi,Online,Cash,Returning,449,639
05-02-2026,12:14:21,Burger,Food,473,1,445,Mumbai,Online,Card,New,28,112
05-02-2026,14:36:08,Headphones,Electronics,15080,3,37385,Pune,Offline,Card,New,7855,11226
05-02-2026,20:06:35,Belt,Accessories,442,2,789,Bangalore,Offline,Card,New,95,223
05-02-2026,14:34:31,Headphones,Electronics,37674,4,121849,Mumbai,Offline,UPI,Returning,28847,38181
05-02-2026,18:19:09,Vegetables,Grocery,199,2,387,Bangalore,Offline,Cash,Returning,11,98
05-02-2026,21:40:22,Keyboard,Electronics,21075,3,54462,Pune,Offline,Card,New,8763,17811
05-02-2026,12:50:19,Sneakers,Fashion,2661,4,9527,Hyderabad,Online,Cash,Returning,1117,3596
05-02-2026,20:18:29,Wallet,Accessories,341,3,820,Mumbai,Offline,Cash,Returning,203,290
05-02-2026,13:54:04,T-shirt,Fashion,3040,3,8015,Mumbai,Online,Cash,New,1105,2130
05-02-2026,14:42:12,Sandwich,Food,112,4,383,Mumbai,Offline,UPI,Returning,65,131
05-02-2026,12:40:08,Biryani,Food,215,2,362,Hyderabad,Online,Card,New,68,83
05-02-2026,18:48:05,Burger,Food,426,4,1552,Mumbai,Online,Cash,New,152,573
05-02-2026,14:39:58,Oil,Grocery,187,1,161,Delhi,Online,Card,Returning,26,32
06-02-2026,19:46:14,Sneakers,Fashion,647,3,1803,Delhi,Offline,Card,Returning,138,454
06-02-2026,13:44:47,Shirt,Fashion,3286,1,3259,Hyderabad,Offline,Cash,New,27,997
06-02-2026,21:16:16,Wallet,Accessories,2389,3,5952,Pune,Offline,UPI,Returning,1215,2378
06-02-2026,21:06:38,Wallet,Accessories,452,1,439,Bangalore,Online,Cash,Returning,13,132
06-02-2026,12:23:43,Smartphone,Electronics,45978,4,157689,Delhi,Offline,UPI,Returning,26223,59554
06-02-2026,20:31:28,Jeans,Fashion,2658,3,7754,Hyderabad,Online,Cash,Returning,220,2094
06-02-2026,18:05:42,Sandwich,Food,301,3,875,Delhi,Online,UPI,New,28,285
06-02-2026,19:51:12,T-shirt,Fashion,1902,2,3052,Mumbai,Offline,Card,New,752,1103
06-02-2026,12:01:20,Wallet,Accessories,648,4,2445,Mumbai,Online,Cash,Returning,147,932
06-02-2026,19:06:35,Sunglasses,Accessories,1406,2,2513,Bangalore,Online,UPI,Returning,299,660
07-02-2026,19:16:59,Keyboard,Electronics,23500,1,20622,Mumbai,Offline,Cash,New,2878,8099
07-02-2026,20:42:17,Belt,Accessories,1279,4,4479,Delhi,Offline,Card,New,637,1597
07-02-2026,19:17:45,Vegetables,Grocery,315,4,1192,Delhi,Offline,UPI,Returning,68,452
07-02-2026,20:00:47,Oil,Grocery,890,2,1544,Bangalore,Online,UPI,Returning,236,598
07-02-2026,20:08:55,Jeans,Fashion,4060,2,7376,Pune,Offline,UPI,New,744,1567
07-02-2026,13:46:06,T-shirt,Fashion,1862,1,1751,Delhi,Online,Cash,Returning,111,584
07-02-2026,18:08:30,Jeans,Fashion,1452,2,2666,Pune,Offline,UPI,New,238,596
07-02-2026,12:15:14,Wallet,Accessories,200,2,392,Delhi,Offline,Cash,New,8,130
07-02-2026,21:01:08,T-shirt,Fashion,693,4,2612,Bangalore,Online,UPI,New,160,1043
07-02-2026,14:33:19,Oil,Grocery,152,2,263,Mumbai,Offline,UPI,New,41,81
07-02-2026,21:18:31,Smartphone,Electronics,93143,3,224871,Hyderabad,Offline,UPI,New,54558,75902
07-02-2026,14:36:36,Pasta,Food,397,5,1677,Delhi,Offline,Cash,Returning,308,564
07-02-2026,19:22:53,Headphones,Electronics,32169,5,158748,Bangalore,Offline,Cash,Returning,2097,56773
07-02-2026,13:44:35,Flour,Grocery,599,2,1092,Bangalore,Online,Cash,Returning,106,401
08-02-2026,14:02:38,Laptop,Electronics,26222,4,102976,Bangalore,Offline,Card,New,1912,23487
08-02-2026,12:51:01,Jacket,Fashion,2283,5,10947,Bangalore,Online,Card,New,468,2481
08-02-2026,13:20:01,Rice,Grocery,752,5,3555,Delhi,Online,Cash,New,205,1013
08-02-2026,13:20:17,T-shirt,Fashion,2835,2,5385,Pune,Online,Cash,New,285,1535
08-02-2026,18:05:50,Belt,Accessories,2826,5,12136,Hyderabad,Online,UPI,Returning,1994,4099
08-02-2026,13:43:08,T-shirt,Fashion,1367,3,3502,Bangalore,Offline,Cash,New,599,785
08-02-2026,20:12:33,Keyboard,Electronics,81562,1,73949,Bangalore,Offline,Card,Returning,7613,21760
08-02-2026,13:22:43,Flour,Grocery,746,4,2446,Pune,Offline,UPI,New,538,966
08-02-2026,12:59:29,Smartphone,Electronics,94453,3,260978,Bangalore,Online,Cash,New,22381,96544
08-02-2026,13:54:18,Smartphone,Electronics,29999,2,57685,Bangalore,Offline,UPI,Returning,2313,16175
08-02-2026,20:25:32,Jeans,Fashion,3173,5,13457,Hyderabad,Online,Cash,Returning,2408,3173
09-02-2026,18:56:18,Keyboard,Electronics,99368,1,98062,Mumbai,Offline,UPI,Returning,1306,21292
09-02-2026,21:21:45,Jeans,Fashion,3377,2,5408,Hyderabad,Offline,Card,New,1346,1083
09-02-2026,18:24:44,Belt,Accessories,2486,5,10810,Hyderabad,Online,Cash,Returning,1620,4065
09-02-2026,18:37:53,Biryani,Food,260,5,1295,Delhi,Online,UPI,Returning,5,350
09-02-2026,13:59:23,Smartphone,Electronics,72729,5,355363,Bangalore,Online,Cash,Returning,8282,83428
09-02-2026,21:29:30,Laptop,Electronics,72306,1,62600,Pune,Offline,Cash,New,9706,24118
09-02-2026,13:11:58,Flour,Grocery,462,4,1622,Delhi,Online,Card,New,226,358
09-02-2026,12:51:45,Milk,Grocery,397,1,331,Bangalore,Offline,UPI,New,66,93
10-02-2026,18:58:31,Biryani,Food,287,4,1124,Hyderabad,Online,UPI,New,24,330
10-02-2026,18:38:02,Oil,Grocery,835,2,1506,Pune,Offline,Cash,Returning,164,361
10-02-2026,12:34:16,Biryani,Food,384,5,1662,Mumbai,Online,Card,New,258,631
10-02-2026,21:00:25,Belt,Accessories,1446,5,6022,Mumbai,Offline,Cash,New,1208,2095
10-02-2026,12:58:26,Backpack,Accessories,2701,5,10931,Pune,Online,Card,New,2574,3768
10-02-2026,14:20:47,Backpack,Accessories,2839,1,2404,Bangalore,Online,UPI,New,435,814
10-02-2026,14:49:20,Jacket,Fashion,2276,1,2116,Delhi,Online,UPI,New,160,562
10-02-2026,21:51:37,Sunglasses,Accessories,2317,5,10453,Hyderabad,Online,Cash,New,1132,2182
10-02-2026,13:30:31,Belt,Accessories,1259,5,5588,Delhi,Offline,UPI,New,707,1152
10-02-2026,18:32:48,Wallet,Accessories,514,3,1384,Delhi,Offline,Card,Returning,158,422
10-02-2026,13:26:21,Oil,Grocery,598,2,1019,Delhi,Online,Card,New,177,298
10-02-2026,19:16:27,Jacket,Fashion,1555,1,1505,Delhi,Offline,UPI,New,50,451
10-02-2026,18:36:06,Flour,Grocery,337,3,964,Mumbai,Online,Cash,Returning,47,277
10-02-2026,21:51:49,Jacket,Fashion,3879,3,11379,Pune,Online,UPI,Returning,258,2900
11-02-2026,21:15:03,Vegetables,Grocery,210,1,199,Pune,Online,Cash,Returning,11,71
11-02-2026,14:18:11,Shirt,Fashion,3916,3,10141,Hyderabad,Offline,Card,New,1607,3704
11-02-2026,13:05:42,Pizza,Food,480,3,1226,Mumbai,Online,Cash,New,214,354
11-02-2026,14:45:35,TV,Electronics,36706,1,32855,Delhi,Offline,UPI,New,3851,9216
11-02-2026,13:42:13,Biryani,Food,132,5,620,Bangalore,Online,Cash,New,40,198
11-02-2026,14:29:08,Rice,Grocery,953,1,818,Hyderabad,Online,UPI,Returning,135,212
11-02-2026,14:38:59,Keyboard,Electronics,47658,2,90988,Pune,Offline,Card,Returning,4328,28546
11-02-2026,12:40:21,Wallet,Accessories,1708,5,8302,Bangalore,Offline,Cash,New,238,2112
11-02-2026,13:02:00,Smartphone,Electronics,6231,3,18266,Hyderabad,Offline,Cash,Returning,427,6299
11-02-2026,19:55:30,Rice,Grocery,549,2,932,Hyderabad,Offline,UPI,New,166,352
12-02-2026,21:24:00,Pizza,Food,147,2,248,Pune,Offline,UPI,New,46,60
12-02-2026,21:01:22,Sandwich,Food,301,3,837,Delhi,Online,Cash,New,66,209
12-02-2026,21:46:49,Sandwich,Food,267,3,716,Bangalore,Online,Card,New,85,176
12-02-2026,19:11:06,T-shirt,Fashion,1385,2,2504,Bangalore,Online,Card,Returning,266,900
12-02-2026,13:54:05,Backpack,Accessories,712,3,1862,Delhi,Offline,Cash,Returning,274,552
12-02-2026,18:29:06,Biryani,Food,455,4,1464,Pune,Online,Card,Returning,356,578
12-02-2026,13:38:46,TV,Electronics,32088,1,27519,Hyderabad,Online,UPI,Returning,4569,6367
13-02-2026,14:31:24,Keyboard,Electronics,8083,1,7657,Mumbai,Online,Cash,Returning,426,2978
13-02-2026,14:52:16,Sandwich,Food,250,3,736,Hyderabad,Online,Card,Returning,14,285
13-02-2026,18:41:37,TV,Electronics,6399,5,25711,Hyderabad,Online,UPI,Returning,6284,10199
13-02-2026,12:45:02,Milk,Grocery,613,1,558,Delhi,Online,Card,Returning,55,158
13-02-2026,14:11:59,Flour,Grocery,639,4,2196,Mumbai,Online,UPI,Returning,360,457
13-02-2026,14:06:38,Oil,Grocery,800,1,748,Mumbai,Online,UPI,New,52,267
13-02-2026,14:11:28,Jeans,Fashion,2136,5,10249,Bangalore,Online,Cash,Returning,431,4051
13-02-2026,19:54:15,Pizza,Food,249,5,1128,Hyderabad,Online,Cash,Returning,117,260
13-02-2026,12:58:24,Wallet,Accessories,1985,1,1876,Bangalore,Offline,Cash,New,109,665
13-02-2026,13:11:27,Backpack,Accessories,1190,4,4482,Pune,Online,Cash,New,278,1432
13-02-2026,12:03:02,Pasta,Food,117,3,310,Bangalore,Online,UPI,New,41,78
13-02-2026,21:19:13,Milk,Grocery,273,1,265,Pune,Online,Cash,New,8,89
14-02-2026,14:30:50,Jacket,Fashion,2978,3,7468,Pune,Online,Cash,New,1466,2329
14-02-2026,12:42:39,Belt,Accessories,650,1,640,Delhi,Offline,Card,New,10,225
14-02-2026,12:06:14,Sneakers,Fashion,2582,2,4644,Delhi,Offline,Cash,New,520,1612
14-02-2026,21:08:06,Smartphone,Electronics,98935,2,177129,Hyderabad,Online,UPI,New,20741,46117
14-02-2026,18:24:09,Jeans,Fashion,1953,4,7610,Delhi,Offline,Card,New,202,1871
14-02-2026,14:57:27,Backpack,Accessories,1738,2,2880,Delhi,Offline,Card,Returning,596,1091
14-02-2026,13:36:32,Pasta,Food,173,2,277,Delhi,Online,UPI,Returning,69,90
15-02-2026,12:45:49,Oil,Grocery,322,4,1128,Delhi,Offline,UPI,New,160,228
15-02-2026,19:53:35,Headphones,Electronics,79552,1,70761,Hyderabad,Offline,Card,New,8791,25371
15-02-2026,14:40:43,Headphones,Electronics,87480,3,230080,Mumbai,Offline,UPI,Returning,32360,78347
15-02-2026,12:58:13,Oil,Grocery,324,4,1070,Hyderabad,Online,Card,Returning,226,385
15-02-2026,20:40:06,TV,Electronics,31161,3,77844,Hyderabad,Online,Cash,Returning,15639,30447
15-02-2026,19:18:43,Milk,Grocery,761,2,1334,Hyderabad,Offline,Card,New,188,476
15-02-2026,18:44:22,Milk,Grocery,751,4,2962,Hyderabad,Offline,Cash,New,42,1048
15-02-2026,18:28:09,Vegetables,Grocery,483,4,1653,Delhi,Offline,Cash,Returning,279,361
15-02-2026,20:33:15,Keyboard,Electronics,54579,3,142658,Bangalore,Online,UPI,New,21079,30270
15-02-2026,12:50:20,Watch,Accessories,1966,2,3739,Bangalore,Offline,Card,New,193,1400
15-02-2026,21:18:37,Sneakers,Fashion,2949,2,5807,Delhi,Offline,Cash,New,91,1641
15-02-2026,19:39:13,Milk,Grocery,544,5,2213,Pune,Offline,Cash,Returning,507,698
15-02-2026,21:24:37,Backpack,Accessories,2524,1,2511,Mumbai,Offline,Card,Returning,13,543
15-02-2026,14:55:57,Shirt,Fashion,2480,2,4827,Hyderabad,Online,Card,Returning,133,1153
15-02-2026,21:25:32,Pizza,Food,384,3,1123,Delhi,Online,Cash,New,29,398
16-02-2026,14:36:41,Oil,Grocery,197,2,392,Bangalore,Online,Cash,Returning,2,132
16-02-2026,18:10:22,Jacket,Fashion,1327,3,3528,Delhi,Online,Cash,New,453,938
16-02-2026,21:11:32,Sandwich,Food,486,1,392,Bangalore,Online,UPI,Returning,94,84
16-02-2026,18:58:23,Belt,Accessories,792,2,1542,Delhi,Online,UPI,Returning,42,414
16-02-2026,12:18:22,Shirt,Fashion,2568,1,2236,Bangalore,Offline,Card,Returning,332,567
16-02-2026,13:54:29,Smartphone,Electronics,91726,1,86859,Hyderabad,Offline,Cash,New,4867,27668
16-02-2026,13:16:07,Rice,Grocery,622,4,2310,Bangalore,Offline,Card,Returning,178,909
16-02-2026,13:00:23,Biryani,Food,175,2,340,Delhi,Online,Card,Returning,10,98
16-02-2026,21:55:11,Jacket,Fashion,1104,2,1876,Bangalore,Offline,Card,New,332,656
16-02-2026,18:46:47,Flour,Grocery,56,1,55,Hyderabad,Offline,Card,New,1,14
16-02-2026,21:23:50,Flour,Grocery,578,1,532,Hyderabad,Offline,UPI,Returning,46,186
17-02-2026,12:17:06,Laptop,Electronics,62056,2,103311,Pune,Online,Cash,Returning,20801,33285
17-02-2026,12:13:18,Laptop,Electronics,96254,5,422305,Mumbai,Offline,Card,New,58965,106635
17-02-2026,12:36:34,Backpack,Accessories,1488,1,1307,Delhi,Online,Card,Returning,181,462
17-02-2026,20:27:55,TV,Electronics,6100,4,20791,Hyderabad,Online,UPI,Returning,3609,4267
17-02-2026,19:11:47,Jacket,Fashion,1858,4,6568,Hyderabad,Online,Cash,New,864,2329
17-02-2026,13:37:41,Keyboard,Electronics,50035,3,147972,Mumbai,Online,Cash,Returning,2133,55768
17-02-2026,20:38:42,Sunglasses,Accessories,2022,5,9613,Hyderabad,Online,Cash,Returning,497,2954
17-02-2026,13:21:21,Sneakers,Fashion,3055,2,5496,Bangalore,Online,Card,New,614,1402
17-02-2026,21:45:37,Milk,Grocery,64,5,294,Delhi,Online,Cash,Returning,26,92
17-02-2026,18:16:36,Pizza,Food,445,3,1154,Pune,Online,UPI,Returning,181,400
17-02-2026,20:30:12,Wallet,Accessories,1995,4,6453,Hyderabad,Offline,Card,New,1527,1412
17-02-2026,12:31:54,Headphones,Electronics,73853,1,59862,Pune,Offline,UPI,Returning,13991,16423
18-02-2026,20:15:51,Rice,Grocery,545,2,890,Mumbai,Online,Cash,Returning,200,178
18-02-2026,12:41:51,Milk,Grocery,616,4,2122,Pune,Offline,UPI,Returning,342,443
18-02-2026,21:33:58,Biryani,Food,162,4,603,Delhi,Online,Cash,Returning,45,169
18-02-2026,19:31:01,Milk,Grocery,88,2,147,Mumbai,Online,UPI,New,29,55
18-02-2026,12:17:12,Sunglasses,Accessories,2430,3,5860,Delhi,Offline,Card,Returning,1430,1283
18-02-2026,21:54:22,Pizza,Food,451,5,1941,Delhi,Offline,Card,Returning,314,410
19-02-2026,21:09:58,Sunglasses,Accessories,766,5,3490,Bangalore,Online,UPI,New,340,753
19-02-2026,12:56:15,Burger,Food,185,1,155,Pune,Offline,Cash,New,30,48
19-02-2026,13:00:08,Pizza,Food,118,5,543,Delhi,Offline,Cash,New,47,137
19-02-2026,19:42:47,Jeans,Fashion,3655,5,17486,Delhi,Online,Cash,New,789,6281
19-02-2026,20:23:51,Sneakers,Fashion,642,4,2074,Pune,Online,Card,Returning,494,472
19-02-2026,13:35:06,Jeans,Fashion,3523,1,3406,Pune,Online,UPI,Returning,117,1200
20-02-2026,20:47:12,Pasta,Food,119,3,330,Delhi,Offline,Card,Returning,27,98
20-02-2026,13:12:20,Keyboard,Electronics,35573,4,134375,Pune,Online,Card,Returning,7917,47247
20-02-2026,19:59:24,T-shirt,Fashion,4534,2,8866,Hyderabad,Offline,Card,New,202,1843
20-02-2026,14:44:22,Sandwich,Food,194,1,180,Delhi,Offline,Card,New,14,36
20-02-2026,18:51:07,Pizza,Food,214,2,375,Mumbai,Offline,Cash,New,53,104
20-02-2026,14:16:28,Biryani,Food,130,1,107,Bangalore,Offline,Card,New,23,22
20-02-2026,19:38:21,Milk,Grocery,684,1,642,Mumbai,Offline,UPI,New,42,192
20-02-2026,12:44:35,TV,Electronics,84885,4,309269,Bangalore,Online,Cash,New,30271,71751
21-02-2026,18:52:15,Backpack,Accessories,2445,3,6826,Bangalore,Offline,UPI,New,509,1476
21-02-2026,20:32:23,Shirt,Fashion,1792,4,5830,Delhi,Online,UPI,New,1338,2291
21-02-2026,21:10:09,Watch,Accessories,1584,1,1384,Bangalore,Online,UPI,New,200,321
21-02-2026,20:32:55,Belt,Accessories,2696,5,11790,Pune,Offline,UPI,Returning,1690,4465
21-02-2026,18:26:12,Wallet,Accessories,1647,1,1457,Pune,Offline,UPI,Returning,190,493
21-02-2026,18:29:29,TV,Electronics,16463,1,14774,Pune,Offline,UPI,New,1689,5243
21-02-2026,14:07:59,Wallet,Accessories,1578,1,1548,Pune,Online,Card,Returning,30,361
21-02-2026,19:38:47,Burger,Food,428,5,1940,Mumbai,Online,Cash,New,200,420
21-02-2026,19:15:35,Smartphone,Electronics,38306,2,70370,Mumbai,Offline,Card,New,6242,25306
21-02-2026,12:44:06,Keyboard,Electronics,30166,3,76889,Mumbai,Online,Card,New,13609,25407
21-02-2026,19:04:25,T-shirt,Fashion,748,4,2592,Hyderabad,Online,Cash,Returning,400,708
